"","NGenes","Direction","PValue","FDR"
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",26,"Down",0.935300380642834,0.972981816726399
"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION",32,"Up",0.936155811710859,0.972981816726399
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",312,"Up",0.94147426144669,0.977087659556415
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",72,"Up",0.942607839392442,0.977087659556415
"REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING",8,"Down",0.943025838755146,0.977087659556415
"REACTOME_VITAMINS",6,"Up",0.944592806218109,0.977233271356427
"REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS",13,"Up",0.945113054270011,0.977233271356427
"REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION",6,"Down",0.950357472369357,0.98164496117164
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS",20,"Down",0.95221182246011,0.982549506423382
"REACTOME_SIGNALING_BY_ALK",15,"Up",0.955726278831501,0.98337540318664
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",47,"Down",0.95641296279716,0.98337540318664
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES",655,"Up",0.956757369347664,0.98337540318664
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",174,"Down",0.956930048718474,0.98337540318664
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",23,"Down",0.960593745059757,0.985586842990663
"REACTOME_HISTIDINE_CATABOLISM",7,"Down",0.961045337936114,0.985586842990663
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS",15,"Down",0.962332982001405,0.985900320336133
"REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",5,"Up",0.965715868347849,0.987850339384771
"REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION",10,"Up",0.966897389790774,0.987850339384771
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",123,"Down",0.967560899565589,0.987850339384771
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",48,"Up",0.968172045771529,0.987850339384771
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",54,"Down",0.971371679540081,0.98933569510908
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",46,"Up",0.97166742597875,0.98933569510908
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES",15,"Down",0.972583995092293,0.98933569510908
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS",24,"Up",0.973836912243208,0.989607550498159
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",15,"Down",0.975656553076641,0.990454175216327
"REACTOME_SIGNALING_BY_WNT",233,"Up",0.978842204499525,0.992684417492447
"REACTOME_METABOLISM_OF_LIPIDS",585,"Up",0.980206017711665,0.993064421576702
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE",13,"Down",0.985846479257515,0.997772041506598
"REACTOME_GLYCOGEN_METABOLISM",18,"Down",0.988269512540434,0.998445376048434
"REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING",39,"Up",0.988500700988191,0.998445376048434
"REACTOME_NCAM1_INTERACTIONS",17,"Up",0.99019754712587,0.998641630850106
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM",13,"Up",0.99107836292188,0.998641630850106
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS",13,"Up",0.993986602865518,0.998641630850106
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",110,"Down",0.994573283229542,0.998641630850106
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",45,"Up",0.994891508024307,0.998641630850106
"REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS",5,"Down",0.995992674487874,0.998641630850106
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION",17,"Down",0.996201478561578,0.998641630850106
"REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY",9,"Up",0.996652304892237,0.998641630850106
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",10,"Down",0.999402557540508,0.999937623073485
"REACTOME_TRANSPORT_OF_ORGANIC_ANIONS",10,"Down",0.999937623073485,0.999937623073485
